measure,quantile,area,sex,age,geography,ethnic,value
qx,97.50%,08 Manawatu-Wanganui region,Female,45-49 years,Regional council,Total,0.01104
qx,97.50%,08 Manawatu-Wanganui region,Female,50-54 years,Regional council,Total,0.01721
qx,97.50%,08 Manawatu-Wanganui region,Female,55-59 years,Regional council,Total,0.02405
qx,97.50%,08 Manawatu-Wanganui region,Female,60-64 years,Regional council,Total,0.03591
qx,97.50%,08 Manawatu-Wanganui region,Female,65-69 years,Regional council,Total,0.05251
qx,97.50%,08 Manawatu-Wanganui region,Female,70-74 years,Regional council,Total,0.0825
qx,97.50%,08 Manawatu-Wanganui region,Female,75-79 years,Regional council,Total,0.13727
qx,97.50%,08 Manawatu-Wanganui region,Female,80-84 years,Regional council,Total,0.25266
qx,97.50%,08 Manawatu-Wanganui region,Female,85-89 years,Regional council,Total,0.42876
qx,97.50%,08 Manawatu-Wanganui region,Female,90 years and over,Regional council,Total,1
qx,97.50%,08 Manawatu-Wanganui region,Male,0 years,Regional council,Total,0.00647
qx,97.50%,08 Manawatu-Wanganui region,Male,1-4 years,Regional council,Total,0.00139
qx,97.50%,08 Manawatu-Wanganui region,Male,5-9 years,Regional council,Total,8.80E-04
qx,97.50%,08 Manawatu-Wanganui region,Male,10-14 years,Regional council,Total,0.0013
qx,97.50%,08 Manawatu-Wanganui region,Male,15-19 years,Regional council,Total,0.00378
qx,97.50%,08 Manawatu-Wanganui region,Male,20-24 years,Regional council,Total,0.00594
qx,97.50%,08 Manawatu-Wanganui region,Male,25-29 years,Regional council,Total,0.00634
qx,97.50%,08 Manawatu-Wanganui region,Male,30-34 years,Regional council,Total,0.00712
qx,97.50%,08 Manawatu-Wanganui region,Male,35-39 years,Regional council,Total,0.00781
qx,97.50%,08 Manawatu-Wanganui region,Male,40-44 years,Regional council,Total,0.01111
qx,97.50%,08 Manawatu-Wanganui region,Male,45-49 years,Regional council,Total,0.01646
qx,97.50%,08 Manawatu-Wanganui region,Male,50-54 years,Regional council,Total,0.02642
qx,97.50%,08 Manawatu-Wanganui region,Male,55-59 years,Regional council,Total,0.0357
qx,97.50%,08 Manawatu-Wanganui region,Male,60-64 years,Regional council,Total,0.05308
qx,97.50%,08 Manawatu-Wanganui region,Male,65-69 years,Regional council,Total,0.0722
qx,97.50%,08 Manawatu-Wanganui region,Male,70-74 years,Regional council,Total,0.11788
qx,97.50%,08 Manawatu-Wanganui region,Male,75-79 years,Regional council,Total,0.18495
qx,97.50%,08 Manawatu-Wanganui region,Male,80-84 years,Regional council,Total,0.32879
qx,97.50%,08 Manawatu-Wanganui region,Male,85-89 years,Regional council,Total,0.54346
qx,97.50%,08 Manawatu-Wanganui region,Male,90 years and over,Regional council,Total,1
qx,2.50%,09 Wellington region,Female,0 years,Regional council,Total,0.00321
qx,2.50%,09 Wellington region,Female,1-4 years,Regional council,Total,5.70E-04
qx,2.50%,09 Wellington region,Female,5-9 years,Regional council,Total,3.20E-04
qx,2.50%,09 Wellington region,Female,10-14 years,Regional council,Total,4.40E-04
qx,2.50%,09 Wellington region,Female,15-19 years,Regional council,Total,0.00114
qx,2.50%,09 Wellington region,Female,20-24 years,Regional council,Total,0.00144
qx,2.50%,09 Wellington region,Female,25-29 years,Regional council,Total,0.00139
qx,2.50%,09 Wellington region,Female,30-34 years,Regional council,Total,0.00188
qx,2.50%,09 Wellington region,Female,35-39 years,Regional council,Total,0.00246
qx,2.50%,09 Wellington region,Female,40-44 years,Regional council,Total,0.0037
qx,2.50%,09 Wellington region,Female,45-49 years,Regional council,Total,0.00623
qx,2.50%,09 Wellington region,Female,50-54 years,Regional council,Total,0.00954
qx,2.50%,09 Wellington region,Female,55-59 years,Regional council,Total,0.01484
qx,2.50%,09 Wellington region,Female,60-64 years,Regional council,Total,0.02321
qx,2.50%,09 Wellington region,Female,65-69 years,Regional council,Total,0.03637
qx,2.50%,09 Wellington region,Female,70-74 years,Regional council,Total,0.06205
qx,2.50%,09 Wellington region,Female,75-79 years,Regional council,Total,0.11161
qx,2.50%,09 Wellington region,Female,80-84 years,Regional council,Total,0.19754
qx,2.50%,09 Wellington region,Female,85-89 years,Regional council,Total,0.37143
qx,2.50%,09 Wellington region,Female,90 years and over,Regional council,Total,1
qx,2.50%,09 Wellington region,Male,0 years,Regional council,Total,0.00372
qx,2.50%,09 Wellington region,Male,1-4 years,Regional council,Total,6.50E-04
qx,2.50%,09 Wellington region,Male,5-9 years,Regional council,Total,3.90E-04
qx,2.50%,09 Wellington region,Male,10-14 years,Regional council,Total,6.10E-04
qx,2.50%,09 Wellington region,Male,15-19 years,Regional council,Total,0.00207
qx,2.50%,09 Wellington region,Male,20-24 years,Regional council,Total,0.00334
qx,2.50%,09 Wellington region,Male,25-29 years,Regional council,Total,0.0029
qx,2.50%,09 Wellington region,Male,30-34 years,Regional council,Total,0.00329
qx,2.50%,09 Wellington region,Male,35-39 years,Regional council,Total,0.00422
qx,2.50%,09 Wellington region,Male,40-44 years,Regional council,Total,0.00569
qx,2.50%,09 Wellington region,Male,45-49 years,Regional council,Total,0.00829
qx,2.50%,09 Wellington region,Male,50-54 years,Regional council,Total,0.0148
qx,2.50%,09 Wellington region,Male,55-59 years,Regional council,Total,0.02134
qx,2.50%,09 Wellington region,Male,60-64 years,Regional council,Total,0.03484
qx,2.50%,09 Wellington region,Male,65-69 years,Regional council,Total,0.05551
qx,2.50%,09 Wellington region,Male,70-74 years,Regional council,Total,0.08493
qx,2.50%,09 Wellington region,Male,75-79 years,Regional council,Total,0.16123
qx,2.50%,09 Wellington region,Male,80-84 years,Regional council,Total,0.28555
qx,2.50%,09 Wellington region,Male,85-89 years,Regional council,Total,0.44812
qx,2.50%,09 Wellington region,Male,90 years and over,Regional council,Total,1
qx,50%,09 Wellington region,Female,0 years,Regional council,Total,0.00385
qx,50%,09 Wellington region,Female,1-4 years,Regional council,Total,7.30E-04
qx,50%,09 Wellington region,Female,5-9 years,Regional council,Total,4.20E-04
qx,50%,09 Wellington region,Female,10-14 years,Regional council,Total,5.70E-04
qx,50%,09 Wellington region,Female,15-19 years,Regional council,Total,0.0014
qx,50%,09 Wellington region,Female,20-24 years,Regional council,Total,0.00176
qx,50%,09 Wellington region,Female,25-29 years,Regional council,Total,0.0017
qx,50%,09 Wellington region,Female,30-34 years,Regional council,Total,0.00229
qx,50%,09 Wellington region,Female,35-39 years,Regional council,Total,0.00295
qx,50%,09 Wellington region,Female,40-44 years,Regional council,Total,0.00437
qx,50%,09 Wellington region,Female,45-49 years,Regional council,Total,0.00723
qx,50%,09 Wellington region,Female,50-54 years,Regional council,Total,0.01086
qx,50%,09 Wellington region,Female,55-59 years,Regional council,Total,0.01672
qx,50%,09 Wellington region,Female,60-64 years,Regional council,Total,0.02585
qx,50%,09 Wellington region,Female,65-69 years,Regional council,Total,0.04005
qx,50%,09 Wellington region,Female,70-74 years,Regional council,Total,0.06744
qx,50%,09 Wellington region,Female,75-79 years,Regional council,Total,0.11961
qx,50%,09 Wellington region,Female,80-84 years,Regional council,Total,0.20956
qx,50%,09 Wellington region,Female,85-89 years,Regional council,Total,0.38975
qx,50%,09 Wellington region,Female,90 years and over,Regional council,Total,1
qx,50%,09 Wellington region,Male,0 years,Regional council,Total,0.00442
qx,50%,09 Wellington region,Male,1-4 years,Regional council,Total,8.30E-04
qx,50%,09 Wellington region,Male,5-9 years,Regional council,Total,5.20E-04
qx,50%,09 Wellington region,Male,10-14 years,Regional council,Total,7.80E-04
qx,50%,09 Wellington region,Male,15-19 years,Regional council,Total,0.0025
qx,50%,09 Wellington region,Male,20-24 years,Regional council,Total,0.00391
qx,50%,09 Wellington region,Male,25-29 years,Regional council,Total,0.00347
qx,50%,09 Wellington region,Male,30-34 years,Regional council,Total,0.00393
qx,50%,09 Wellington region,Male,35-39 years,Regional council,Total,0.00495
qx,50%,09 Wellington region,Male,40-44 years,Regional council,Total,0.00667
qx,50%,09 Wellington region,Male,45-49 years,Regional council,Total,0.00952
qx,50%,09 Wellington region,Male,50-54 years,Regional council,Total,0.01665
qx,50%,09 Wellington region,Male,55-59 years,Regional council,Total,0.0237
qx,50%,09 Wellington region,Male,60-64 years,Regional council,Total,0.03821
qx,50%,09 Wellington region,Male,65-69 years,Regional council,Total,0.06032
qx,50%,09 Wellington region,Male,70-74 years,Regional council,Total,0.09162
qx,50%,09 Wellington region,Male,75-79 years,Regional council,Total,0.17205
qx,50%,09 Wellington region,Male,80-84 years,Regional council,Total,0.30162
qx,50%,09 Wellington region,Male,85-89 years,Regional council,Total,0.47195
qx,50%,09 Wellington region,Male,90 years and over,Regional council,Total,1
qx,97.50%,09 Wellington region,Female,0 years,Regional council,Total,0.0046
qx,97.50%,09 Wellington region,Female,1-4 years,Regional council,Total,9.40E-04
qx,97.50%,09 Wellington region,Female,5-9 years,Regional council,Total,5.60E-04
qx,97.50%,09 Wellington region,Female,10-14 years,Regional council,Total,7.40E-04
qx,97.50%,09 Wellington region,Female,15-19 years,Regional council,Total,0.0017
qx,97.50%,09 Wellington region,Female,20-24 years,Regional council,Total,0.00214
qx,97.50%,09 Wellington region,Female,25-29 years,Regional council,Total,0.00206
qx,97.50%,09 Wellington region,Female,30-34 years,Regional council,Total,0.00275
qx,97.50%,09 Wellington region,Female,35-39 years,Regional council,Total,0.00352
qx,97.50%,09 Wellington region,Female,40-44 years,Regional council,Total,0.00512
qx,97.50%,09 Wellington region,Female,45-49 years,Regional council,Total,0.00833
qx,97.50%,09 Wellington region,Female,50-54 years,Regional council,Total,0.01236
qx,97.50%,09 Wellington region,Female,55-59 years,Regional council,Total,0.01867
qx,97.50%,09 Wellington region,Female,60-64 years,Regional council,Total,0.02871
qx,97.50%,09 Wellington region,Female,65-69 years,Regional council,Total,0.04395
qx,97.50%,09 Wellington region,Female,70-74 years,Regional council,Total,0.07312
qx,97.50%,09 Wellington region,Female,75-79 years,Regional council,Total,0.12778
qx,97.50%,09 Wellington region,Female,80-84 years,Regional council,Total,0.22286
qx,97.50%,09 Wellington region,Female,85-89 years,Regional council,Total,0.40912
qx,97.50%,09 Wellington region,Female,90 years and over,Regional council,Total,1
qx,97.50%,09 Wellington region,Male,0 years,Regional council,Total,0.00517
qx,97.50%,09 Wellington region,Male,1-4 years,Regional council,Total,0.00107
qx,97.50%,09 Wellington region,Male,5-9 years,Regional council,Total,6.70E-04
qx,97.50%,09 Wellington region,Male,10-14 years,Regional council,Total,9.90E-04
qx,97.50%,09 Wellington region,Male,15-19 years,Regional council,Total,0.00301
qx,97.50%,09 Wellington region,Male,20-24 years,Regional council,Total,0.00459
qx,97.50%,09 Wellington region,Male,25-29 years,Regional council,Total,0.00406
qx,97.50%,09 Wellington region,Male,30-34 years,Regional council,Total,0.00465
qx,97.50%,09 Wellington region,Male,35-39 years,Regional council,Total,0.00583
qx,97.50%,09 Wellington region,Male,40-44 years,Regional council,Total,0.00776
qx,97.50%,09 Wellington region,Male,45-49 years,Regional council,Total,0.01096
qx,97.50%,09 Wellington region,Male,50-54 years,Regional council,Total,0.01862
qx,97.50%,09 Wellington region,Male,55-59 years,Regional council,Total,0.02621
qx,97.50%,09 Wellington region,Male,60-64 years,Regional council,Total,0.04184
qx,97.50%,09 Wellington region,Male,65-69 years,Regional council,Total,0.06545
qx,97.50%,09 Wellington region,Male,70-74 years,Regional council,Total,0.09827
qx,97.50%,09 Wellington region,Male,75-79 years,Regional council,Total,0.18265
qx,97.50%,09 Wellington region,Male,80-84 years,Regional council,Total,0.31812
qx,97.50%,09 Wellington region,Male,85-89 years,Regional council,Total,0.49462
qx,97.50%,09 Wellington region,Male,90 years and over,Regional council,Total,1
qx,2.50%,12 West Coast region,Female,0 years,Regional council,Total,0.00393
qx,2.50%,12 West Coast region,Female,1-4 years,Regional council,Total,6.70E-04
qx,2.50%,12 West Coast region,Female,5-9 years,Regional council,Total,3.80E-04
qx,2.50%,12 West Coast region,Female,10-14 years,Regional council,Total,5.20E-04
qx,2.50%,12 West Coast region,Female,15-19 years,Regional council,Total,0.00135
qx,2.50%,12 West Coast region,Female,20-24 years,Regional council,Total,0.00178
qx,2.50%,12 West Coast region,Female,25-29 years,Regional council,Total,0.00175
qx,2.50%,12 West Coast region,Female,30-34 years,Regional council,Total,0.00226
qx,2.50%,12 West Coast region,Female,35-39 years,Regional council,Total,0.00296
qx,2.50%,12 West Coast region,Female,40-44 years,Regional council,Total,0.00451
qx,2.50%,12 West Coast region,Female,45-49 years,Regional council,Total,0.00704
qx,2.50%,12 West Coast region,Female,50-54 years,Regional council,Total,0.01195
qx,2.50%,12 West Coast region,Female,55-59 years,Regional council,Total,0.0163
qx,2.50%,12 West Coast region,Female,60-64 years,Regional council,Total,0.02659
qx,2.50%,12 West Coast region,Female,65-69 years,Regional council,Total,0.03926
qx,2.50%,12 West Coast region,Female,70-74 years,Regional council,Total,0.06398
qx,2.50%,12 West Coast region,Female,75-79 years,Regional council,Total,0.11375
qx,2.50%,12 West Coast region,Female,80-84 years,Regional council,Total,0.22048
qx,2.50%,12 West Coast region,Female,85-89 years,Regional council,Total,0.3702
qx,2.50%,12 West Coast region,Female,90 years and over,Regional council,Total,1
qx,2.50%,12 West Coast region,Male,0 years,Regional council,Total,0.00437
qx,2.50%,12 West Coast region,Male,1-4 years,Regional council,Total,8.10E-04
qx,2.50%,12 West Coast region,Male,5-9 years,Regional council,Total,4.80E-04
qx,2.50%,12 West Coast region,Male,10-14 years,Regional council,Total,7.50E-04
qx,2.50%,12 West Coast region,Male,15-19 years,Regional council,Total,0.00244
qx,2.50%,12 West Coast region,Male,20-24 years,Regional council,Total,0.00393
qx,2.50%,12 West Coast region,Male,25-29 years,Regional council,Total,0.00391
qx,2.50%,12 West Coast region,Male,30-34 years,Regional council,Total,0.00448
qx,2.50%,12 West Coast region,Male,35-39 years,Regional council,Total,0.00535
qx,2.50%,12 West Coast region,Male,40-44 years,Regional council,Total,0.00736
qx,2.50%,12 West Coast region,Male,45-49 years,Regional council,Total,0.01073
qx,2.50%,12 West Coast region,Male,50-54 years,Regional council,Total,0.01775
qx,2.50%,12 West Coast region,Male,55-59 years,Regional council,Total,0.02634
qx,2.50%,12 West Coast region,Male,60-64 years,Regional council,Total,0.03778
qx,2.50%,12 West Coast region,Male,65-69 years,Regional council,Total,0.05561
qx,2.50%,12 West Coast region,Male,70-74 years,Regional council,Total,0.09383
qx,2.50%,12 West Coast region,Male,75-79 years,Regional council,Total,0.1722
qx,2.50%,12 West Coast region,Male,80-84 years,Regional council,Total,0.26228
qx,2.50%,12 West Coast region,Male,85-89 years,Regional council,Total,0.44951
qx,2.50%,12 West Coast region,Male,90 years and over,Regional council,Total,1
qx,50%,12 West Coast region,Female,0 years,Regional council,Total,0.00487
qx,50%,12 West Coast region,Female,1-4 years,Regional council,Total,8.80E-04
qx,50%,12 West Coast region,Female,5-9 years,Regional council,Total,5.10E-04
qx,50%,12 West Coast region,Female,10-14 years,Regional council,Total,6.90E-04
qx,50%,12 West Coast region,Female,15-19 years,Regional council,Total,0.00168
qx,50%,12 West Coast region,Female,20-24 years,Regional council,Total,0.00221
qx,50%,12 West Coast region,Female,25-29 years,Regional council,Total,0.00218
qx,50%,12 West Coast region,Female,30-34 years,Regional council,Total,0.00279
qx,50%,12 West Coast region,Female,35-39 years,Regional council,Total,0.00368
qx,50%,12 West Coast region,Female,40-44 years,Regional council,Total,0.00551
qx,50%,12 West Coast region,Female,45-49 years,Regional council,Total,0.00855
qx,50%,12 West Coast region,Female,50-54 years,Regional council,Total,0.01442
qx,50%,12 West Coast region,Female,55-59 years,Regional council,Total,0.0195
qx,50%,12 West Coast region,Female,60-64 years,Regional council,Total,0.03153
qx,50%,12 West Coast region,Female,65-69 years,Regional council,Total,0.04628
qx,50%,12 West Coast region,Female,70-74 years,Regional council,Total,0.07502
qx,50%,12 West Coast region,Female,75-79 years,Regional council,Total,0.13173
qx,50%,12 West Coast region,Female,80-84 years,Regional council,Total,0.25268
qx,50%,12 West Coast region,Female,85-89 years,Regional council,Total,0.41677
qx,50%,12 West Coast region,Female,90 years and over,Regional council,Total,1
qx,50%,12 West Coast region,Male,0 years,Regional council,Total,0.0054
qx,50%,12 West Coast region,Male,1-4 years,Regional council,Total,0.00107
qx,50%,12 West Coast region,Male,5-9 years,Regional council,Total,6.40E-04
qx,50%,12 West Coast region,Male,10-14 years,Regional council,Total,9.80E-04
qx,50%,12 West Coast region,Male,15-19 years,Regional council,Total,0.00308
qx,50%,12 West Coast region,Male,20-24 years,Regional council,Total,0.00479
qx,50%,12 West Coast region,Male,25-29 years,Regional council,Total,0.00476
qx,50%,12 West Coast region,Male,30-34 years,Regional council,Total,0.00553
qx,50%,12 West Coast region,Male,35-39 years,Regional council,Total,0.00655
qx,50%,12 West Coast region,Male,40-44 years,Regional council,Total,0.00888
qx,50%,12 West Coast region,Male,45-49 years,Regional council,Total,0.01295
qx,50%,12 West Coast region,Male,50-54 years,Regional council,Total,0.02112
qx,50%,12 West Coast region,Male,55-59 years,Regional council,Total,0.0313
qx,50%,12 West Coast region,Male,60-64 years,Regional council,Total,0.04466
qx,50%,12 West Coast region,Male,65-69 years,Regional council,Total,0.06475
qx,50%,12 West Coast region,Male,70-74 years,Regional council,Total,0.10817
qx,50%,12 West Coast region,Male,75-79 years,Regional council,Total,0.19569
qx,50%,12 West Coast region,Male,80-84 years,Regional council,Total,0.29901
qx,50%,12 West Coast region,Male,85-89 years,Regional council,Total,0.50283
qx,50%,12 West Coast region,Male,90 years and over,Regional council,Total,1
qx,97.50%,12 West Coast region,Female,0 years,Regional council,Total,0.00604
qx,97.50%,12 West Coast region,Female,1-4 years,Regional council,Total,0.00115
qx,97.50%,12 West Coast region,Female,5-9 years,Regional council,Total,6.80E-04
qx,97.50%,12 West Coast region,Female,10-14 years,Regional council,Total,9.10E-04
qx,97.50%,12 West Coast region,Female,15-19 years,Regional council,Total,0.00214
qx,97.50%,12 West Coast region,Female,20-24 years,Regional council,Total,0.00278
qx,97.50%,12 West Coast region,Female,25-29 years,Regional council,Total,0.00273
qx,97.50%,12 West Coast region,Female,30-34 years,Regional council,Total,0.00347
qx,97.50%,12 West Coast region,Female,35-39 years,Regional council,Total,0.00454
qx,97.50%,12 West Coast region,Female,40-44 years,Regional council,Total,0.00677
qx,97.50%,12 West Coast region,Female,45-49 years,Regional council,Total,0.01032
qx,97.50%,12 West Coast region,Female,50-54 years,Regional council,Total,0.01743
qx,97.50%,12 West Coast region,Female,55-59 years,Regional council,Total,0.02323
qx,97.50%,12 West Coast region,Female,60-64 years,Regional council,Total,0.03733
qx,97.50%,12 West Coast region,Female,65-69 years,Regional council,Total,0.05492
qx,97.50%,12 West Coast region,Female,70-74 years,Regional council,Total,0.08824
qx,97.50%,12 West Coast region,Female,75-79 years,Regional council,Total,0.15269
qx,97.50%,12 West Coast region,Female,80-84 years,Regional council,Total,0.28739
qx,97.50%,12 West Coast region,Female,85-89 years,Regional council,Total,0.46412
qx,97.50%,12 West Coast region,Female,90 years and over,Regional council,Total,1
qx,97.50%,12 West Coast region,Male,0 years,Regional council,Total,0.0066
qx,97.50%,12 West Coast region,Male,1-4 years,Regional council,Total,0.0014
qx,97.50%,12 West Coast region,Male,5-9 years,Regional council,Total,8.60E-04
qx,97.50%,12 West Coast region,Male,10-14 years,Regional council,Total,0.00127
qx,97.50%,12 West Coast region,Male,15-19 years,Regional council,Total,0.0038
qx,97.50%,12 West Coast region,Male,20-24 years,Regional council,Total,0.00586
qx,97.50%,12 West Coast region,Male,25-29 years,Regional council,Total,0.00583
qx,97.50%,12 West Coast region,Male,30-34 years,Regional council,Total,0.00675
qx,97.50%,12 West Coast region,Male,35-39 years,Regional council,Total,0.00808
qx,97.50%,12 West Coast region,Male,40-44 years,Regional council,Total,0.01086
qx,97.50%,12 West Coast region,Male,45-49 years,Regional council,Total,0.01565
qx,97.50%,12 West Coast region,Male,50-54 years,Regional council,Total,0.02515
qx,97.50%,12 West Coast region,Male,55-59 years,Regional council,Total,0.03706
qx,97.50%,12 West Coast region,Male,60-64 years,Regional council,Total,0.05218
qx,97.50%,12 West Coast region,Male,65-69 years,Regional council,Total,0.07515
qx,97.50%,12 West Coast region,Male,70-74 years,Regional council,Total,0.12459
qx,97.50%,12 West Coast region,Male,75-79 years,Regional council,Total,0.22326
qx,97.50%,12 West Coast region,Male,80-84 years,Regional council,Total,0.3385
qx,97.50%,12 West Coast region,Male,85-89 years,Regional council,Total,0.55814
qx,97.50%,12 West Coast region,Male,90 years and over,Regional council,Total,1
qx,2.50%,13 Canterbury region,Female,0 years,Regional council,Total,0.00357
qx,2.50%,13 Canterbury region,Female,1-4 years,Regional council,Total,5.70E-04
qx,2.50%,13 Canterbury region,Female,5-9 years,Regional council,Total,3.20E-04
qx,2.50%,13 Canterbury region,Female,10-14 years,Regional council,Total,4.40E-04
qx,2.50%,13 Canterbury region,Female,15-19 years,Regional council,Total,0.00119
qx,2.50%,13 Canterbury region,Female,20-24 years,Regional council,Total,0.00141
qx,2.50%,13 Canterbury region,Female,25-29 years,Regional council,Total,0.0015
qx,2.50%,13 Canterbury region,Female,30-34 years,Regional council,Total,0.00198
qx,2.50%,13 Canterbury region,Female,35-39 years,Regional council,Total,0.00272
qx,2.50%,13 Canterbury region,Female,40-44 years,Regional council,Total,0.00379
qx,2.50%,13 Canterbury region,Female,45-49 years,Regional council,Total,0.00603
qx,2.50%,13 Canterbury region,Female,50-54 years,Regional council,Total,0.00982
qx,2.50%,13 Canterbury region,Female,55-59 years,Regional council,Total,0.01402
qx,2.50%,13 Canterbury region,Female,60-64 years,Regional council,Total,0.02246
qx,2.50%,13 Canterbury region,Female,65-69 years,Regional council,Total,0.03424
qx,2.50%,13 Canterbury region,Female,70-74 years,Regional council,Total,0.05816
qx,2.50%,13 Canterbury region,Female,75-79 years,Regional council,Total,0.1102
qx,2.50%,13 Canterbury region,Female,80-84 years,Regional council,Total,0.204
qx,2.50%,13 Canterbury region,Female,85-89 years,Regional council,Total,0.36743
qx,2.50%,13 Canterbury region,Female,90 years and over,Regional council,Total,1
qx,2.50%,13 Canterbury region,Male,0 years,Regional council,Total,0.00354
qx,2.50%,13 Canterbury region,Male,1-4 years,Regional council,Total,6.90E-04
qx,2.50%,13 Canterbury region,Male,5-9 years,Regional council,Total,4.10E-04
qx,2.50%,13 Canterbury region,Male,10-14 years,Regional council,Total,6.40E-04
qx,2.50%,13 Canterbury region,Male,15-19 years,Regional council,Total,0.00211
qx,2.50%,13 Canterbury region,Male,20-24 years,Regional council,Total,0.00349
qx,2.50%,13 Canterbury region,Male,25-29 years,Regional council,Total,0.00353
qx,2.50%,13 Canterbury region,Male,30-34 years,Regional council,Total,0.0039
qx,2.50%,13 Canterbury region,Male,35-39 years,Regional council,Total,0.00467
qx,2.50%,13 Canterbury region,Male,40-44 years,Regional council,Total,0.00652
qx,2.50%,13 Canterbury region,Male,45-49 years,Regional council,Total,0.00918
qx,2.50%,13 Canterbury region,Male,50-54 years,Regional council,Total,0.0138
qx,2.50%,13 Canterbury region,Male,55-59 years,Regional council,Total,0.02355
qx,2.50%,13 Canterbury region,Male,60-64 years,Regional council,Total,0.03532
qx,2.50%,13 Canterbury region,Male,65-69 years,Regional council,Total,0.05196
qx,2.50%,13 Canterbury region,Male,70-74 years,Regional council,Total,0.09372
qx,2.50%,13 Canterbury region,Male,75-79 years,Regional council,Total,0.15546
qx,2.50%,13 Canterbury region,Male,80-84 years,Regional council,Total,0.26319
qx,2.50%,13 Canterbury region,Male,85-89 years,Regional council,Total,0.46213
qx,2.50%,13 Canterbury region,Male,90 years and over,Regional council,Total,1
qx,50%,13 Canterbury region,Female,0 years,Regional council,Total,0.00427
qx,50%,13 Canterbury region,Female,1-4 years,Regional council,Total,7.40E-04
qx,50%,13 Canterbury region,Female,5-9 years,Regional council,Total,4.20E-04
qx,50%,13 Canterbury region,Female,10-14 years,Regional council,Total,5.80E-04
qx,50%,13 Canterbury region,Female,15-19 years,Regional council,Total,0.00147
qx,50%,13 Canterbury region,Female,20-24 years,Regional council,Total,0.00175
qx,50%,13 Canterbury region,Female,25-29 years,Regional council,Total,0.00182
qx,50%,13 Canterbury region,Female,30-34 years,Regional council,Total,0.00237
qx,50%,13 Canterbury region,Female,35-39 years,Regional council,Total,0.00322
qx,50%,13 Canterbury region,Female,40-44 years,Regional council,Total,0.00444
qx,50%,13 Canterbury region,Female,45-49 years,Regional council,Total,0.00695
qx,50%,13 Canterbury region,Female,50-54 years,Regional council,Total,0.01109
qx,50%,13 Canterbury region,Female,55-59 years,Regional council,Total,0.0157
qx,50%,13 Canterbury region,Female,60-64 years,Regional council,Total,0.02477
qx,50%,13 Canterbury region,Female,65-69 years,Regional council,Total,0.03731
qx,50%,13 Canterbury region,Female,70-74 years,Regional council,Total,0.06268
qx,50%,13 Canterbury region,Female,75-79 years,Regional council,Total,0.1177
qx,50%,13 Canterbury region,Female,80-84 years,Regional council,Total,0.21478
qx,50%,13 Canterbury region,Female,85-89 years,Regional council,Total,0.38372
qx,50%,13 Canterbury region,Female,90 years and over,Regional council,Total,1
qx,50%,13 Canterbury region,Male,0 years,Regional council,Total,0.00421
qx,50%,13 Canterbury region,Male,1-4 years,Regional council,Total,9.00E-04
qx,50%,13 Canterbury region,Male,5-9 years,Regional council,Total,5.40E-04
qx,50%,13 Canterbury region,Male,10-14 years,Regional council,Total,8.20E-04
qx,50%,13 Canterbury region,Male,15-19 years,Regional council,Total,0.00253
qx,50%,13 Canterbury region,Male,20-24 years,Regional council,Total,0.00409
qx,50%,13 Canterbury region,Male,25-29 years,Regional council,Total,0.00415
qx,50%,13 Canterbury region,Male,30-34 years,Regional council,Total,0.00456
qx,50%,13 Canterbury region,Male,35-39 years,Regional council,Total,0.00546
qx,50%,13 Canterbury region,Male,40-44 years,Regional council,Total,0.00749
qx,50%,13 Canterbury region,Male,45-49 years,Regional council,Total,0.01042
qx,50%,13 Canterbury region,Male,50-54 years,Regional council,Total,0.01542
qx,50%,13 Canterbury region,Male,55-59 years,Regional council,Total,0.02587
qx,50%,13 Canterbury region,Male,60-64 years,Regional council,Total,0.03855
qx,50%,13 Canterbury region,Male,65-69 years,Regional council,Total,0.05626
qx,50%,13 Canterbury region,Male,70-74 years,Regional council,Total,0.09982
qx,50%,13 Canterbury region,Male,75-79 years,Regional council,Total,0.16421
qx,50%,13 Canterbury region,Male,80-84 years,Regional council,Total,0.27697
qx,50%,13 Canterbury region,Male,85-89 years,Regional council,Total,0.48157
qx,50%,13 Canterbury region,Male,90 years and over,Regional council,Total,1
qx,97.50%,13 Canterbury region,Female,0 years,Regional council,Total,0.00503
qx,97.50%,13 Canterbury region,Female,1-4 years,Regional council,Total,9.40E-04
qx,97.50%,13 Canterbury region,Female,5-9 years,Regional council,Total,5.60E-04
qx,97.50%,13 Canterbury region,Female,10-14 years,Regional council,Total,7.40E-04
qx,97.50%,13 Canterbury region,Female,15-19 years,Regional council,Total,0.00179
qx,97.50%,13 Canterbury region,Female,20-24 years,Regional council,Total,0.00213
qx,97.50%,13 Canterbury region,Female,25-29 years,Regional council,Total,0.00219
qx,97.50%,13 Canterbury region,Female,30-34 years,Regional council,Total,0.00287
qx,97.50%,13 Canterbury region,Female,35-39 years,Regional council,Total,0.00383
qx,97.50%,13 Canterbury region,Female,40-44 years,Regional council,Total,0.00519
qx,97.50%,13 Canterbury region,Female,45-49 years,Regional council,Total,0.00798
qx,97.50%,13 Canterbury region,Female,50-54 years,Regional council,Total,0.01247
qx,97.50%,13 Canterbury region,Female,55-59 years,Regional council,Total,0.01755
qx,97.50%,13 Canterbury region,Female,60-64 years,Regional council,Total,0.02724
qx,97.50%,13 Canterbury region,Female,65-69 years,Regional council,Total,0.04073
